surah_num,ayah_num,ayah_txt,clean_txt,surah_name
56,1,بِسْمِ اللَّهِ الرَّحْمَٰنِ الرَّحِيمِ إِذَا وَقَعَتِ الْوَاقِعَةُ,بسم الله الرحمن الرحيم وقعت الواقعه سم الله رحمن رحيم وقع الواقعه,الواقعة
56,2,لَيْسَ لِوَقْعَتِهَا كَاذِبَةٌ,لوقعتها كاذبه وقع كاذب,الواقعة
56,3,خَافِضَةٌ رَافِعَةٌ,خافضه رافعه خافض رافع,الواقعة
56,4,إِذَا رُجَّتِ الْأَرْضُ رَجًّا,رجت الارض رجا راج الارض رج,الواقعة
56,5,وَبُسَّتِ الْجِبَالُ بَسًّا,وبست الجبال بسا ست جبال بس,الواقعة
56,6,فَكَانَتْ هَبَاءً مُنْبَثًّا,فكانت هباء منبثا فكانت هباء منبث,الواقعة
56,7,وَكُنْتُمْ أَزْوَاجًا ثَلَاثَةً,وكنتم ازواجا وكن ازواجا,الواقعة
56,8,فَأَصْحَابُ الْمَيْمَنَةِ مَا أَصْحَابُ الْمَيْمَنَةِ,فاصحاب الميمنه اصحاب الميمنه فاصحاب الميمنه اصحاب الميمنه,الواقعة
56,9,وَأَصْحَابُ الْمَشْأَمَةِ مَا أَصْحَابُ الْمَشْأَمَةِ,واصحاب المشامه اصحاب المشامه واصحاب المشامه اصحاب المشامه,الواقعة
56,10,وَالسَّابِقُونَ السَّابِقُونَ,والسابقون السابقون سابق سابق,الواقعة
56,11,أُولَٰئِكَ الْمُقَرَّبُونَ,المقربون مقرب,الواقعة
56,12,فِي جَنَّاتِ النَّعِيمِ,جنات النعيم جن نعيم,الواقعة
56,13,ثُلَّةٌ مِنَ الْأَوَّلِينَ,ثله الاولين ثال الاولين,الواقعة
56,14,وَقَلِيلٌ مِنَ الْآخِرِينَ,وقليل الاخرين قليل الاخرين,الواقعة
56,15,عَلَىٰ سُرُرٍ مَوْضُونَةٍ,سرر موضونه سرر موضونه,الواقعة
56,16,مُتَّكِئِينَ عَلَيْهَا مُتَقَابِلِينَ,متكئين متقابلين متكئ متقابل,الواقعة
56,17,يَطُوفُ عَلَيْهِمْ وِلْدَانٌ مُخَلَّدُونَ,يطوف ولدان مخلدون طوف ولد مخلد,الواقعة
56,18,بِأَكْوَابٍ وَأَبَارِيقَ وَكَأْسٍ مِنْ مَعِينٍ,باكواب واباريق وكاس معين باكواب واباريق كاسي معين,الواقعة
56,19,لَا يُصَدَّعُونَ عَنْهَا وَلَا يُنْزِفُونَ,يصدعون ينزفون صدع نزف,الواقعة
56,20,وَفَاكِهَةٍ مِمَّا يَتَخَيَّرُونَ,وفاكهه يتخيرون فاكه تخير,الواقعة
56,21,وَلَحْمِ طَيْرٍ مِمَّا يَشْتَهُونَ,ولحم طير يشتهون لحم طير اشتهى,الواقعة
56,22,وَحُورٌ عِينٌ,وحور حور,الواقعة
56,23,كَأَمْثَالِ اللُّؤْلُؤِ الْمَكْنُونِ,كامثال اللؤلؤ المكنون كامثال لؤلؤ مكنون,الواقعة
56,24,جَزَاءً بِمَا كَانُوا يَعْمَلُونَ,جزاء كانوا يعملون جزاء كانو عمل,الواقعة
56,25,لَا يَسْمَعُونَ فِيهَا لَغْوًا وَلَا تَأْثِيمًا,يسمعون لغوا تاثيما سمع لغو تاثيما,الواقعة
56,26,إِلَّا قِيلًا سَلَامًا سَلَامًا,قيلا سلاما سلاما قال سلام سلام,الواقعة
56,27,وَأَصْحَابُ الْيَمِينِ مَا أَصْحَابُ الْيَمِينِ,واصحاب اصحاب واصحاب اصحاب,الواقعة
56,28,فِي سِدْرٍ مَخْضُودٍ,سدر مخضود سدر مخضود,الواقعة
56,29,وَطَلْحٍ مَنْضُودٍ,وطلح منضود طلح منضود,الواقعة
56,30,وَظِلٍّ مَمْدُودٍ,ممدود ممدود,الواقعة
56,31,وَمَاءٍ مَسْكُوبٍ,وماء مسكوب ماء مسكوب,الواقعة
56,32,وَفَاكِهَةٍ كَثِيرَةٍ,وفاكهه كثيره فاكه كثير,الواقعة
56,33,لَا مَقْطُوعَةٍ وَلَا مَمْنُوعَةٍ,مقطوعه ممنوعه مقطوع ممنوع,الواقعة
56,34,وَفُرُشٍ مَرْفُوعَةٍ,وفرش مرفوعه فرش مرفوع,الواقعة
56,35,إِنَّا أَنْشَأْنَاهُنَّ إِنْشَاءً,انشاناهن انشاء انشاناهن انشاء,الواقعة
56,36,فَجَعَلْنَاهُنَّ أَبْكَارًا,فجعلناهن ابكارا جعل ابكارا,الواقعة
56,37,عُرُبًا أَتْرَابًا,عربا اترابا عرب اترابا,الواقعة
56,38,لِأَصْحَابِ الْيَمِينِ,لاصحاب لاصحاب,الواقعة
56,39,ثُلَّةٌ مِنَ الْأَوَّلِينَ,ثله الاولين ثال الاولين,الواقعة
56,40,وَثُلَّةٌ مِنَ الْآخِرِينَ,وثله الاخرين وثل الاخرين,الواقعة
56,41,وَأَصْحَابُ الشِّمَالِ مَا أَصْحَابُ الشِّمَالِ,واصحاب اصحاب واصحاب اصحاب,الواقعة
56,42,فِي سَمُومٍ وَحَمِيمٍ,سموم وحميم سموم حميم,الواقعة
56,43,وَظِلٍّ مِنْ يَحْمُومٍ,يحموم يحموم,الواقعة
56,44,لَا بَارِدٍ وَلَا كَرِيمٍ,بارد كريم بارد ريم,الواقعة
56,45,إِنَّهُمْ كَانُوا قَبْلَ ذَٰلِكَ مُتْرَفِينَ,كانوا مترفين كانو مترف,الواقعة
56,46,وَكَانُوا يُصِرُّونَ عَلَى الْحِنْثِ الْعَظِيمِ,وكانوا يصرون الحنث العظيم كانو أصر حنث عظيم,الواقعة
56,47,وَكَانُوا يَقُولُونَ أَئِذَا مِتْنَا وَكُنَّا تُرَابًا وَعِظَامًا أَإِنَّا لَمَبْعُوثُونَ,وكانوا يقولون ائذا متنا وكنا ترابا وعظاما لمبعوثون كانو أقول ائذا متن وكن تراب وعظاما مبعوث,الواقعة
56,48,أَوَآبَاؤُنَا الْأَوَّلُونَ,اواباؤنا الاولون اواباؤنا الاولون,الواقعة
56,49,قُلْ إِنَّ الْأَوَّلِينَ وَالْآخِرِينَ,قل الاولين والاخرين قل الاولين والاخرين,الواقعة
56,50,لَمَجْمُوعُونَ إِلَىٰ مِيقَاتِ يَوْمٍ مَعْلُومٍ,لمجموعون ميقات يوم معلوم مجموع ميقات يوم معلوم,الواقعة
56,51,ثُمَّ إِنَّكُمْ أَيُّهَا الضَّالُّونَ الْمُكَذِّبُونَ,الضالون المكذبون ضال مكذب,الواقعة
56,52,لَآكِلُونَ مِنْ شَجَرٍ مِنْ زَقُّومٍ,لاكلون شجر زقوم لاكلون شجر زقوم,الواقعة
56,53,فَمَالِئُونَ مِنْهَا الْبُطُونَ,فمالئون البطون فمالئون بطون,الواقعة
56,54,فَشَارِبُونَ عَلَيْهِ مِنَ الْحَمِيمِ,فشاربون الحميم شارب حميم,الواقعة
56,55,فَشَارِبُونَ شُرْبَ الْهِيمِ,فشاربون شرب الهيم شارب شرب هيم,الواقعة
56,56,هَٰذَا نُزُلُهُمْ يَوْمَ الدِّينِ,نزلهم يوم الدين نزل يوم دين,الواقعة
56,57,نَحْنُ خَلَقْنَاكُمْ فَلَوْلَا تُصَدِّقُونَ,خلقناكم تصدقون خلق صدق,الواقعة
56,58,أَفَرَأَيْتُمْ مَا تُمْنُونَ,افرايتم تمنون افرايتم منى,الواقعة
56,59,أَأَنْتُمْ تَخْلُقُونَهُ أَمْ نَحْنُ الْخَالِقُونَ,تخلقونه الخالقون خلق خالق,الواقعة
56,60,نَحْنُ قَدَّرْنَا بَيْنَكُمُ الْمَوْتَ وَمَا نَحْنُ بِمَسْبُوقِينَ,قدرنا الموت بمسبوقين قدر موت مسبوق,الواقعة
56,61,عَلَىٰ أَنْ نُبَدِّلَ أَمْثَالَكُمْ وَنُنْشِئَكُمْ فِي مَا لَا تَعْلَمُونَ,نبدل امثالكم وننشئكم تعلمون بدل امثالكم أنشأ علم,الواقعة
56,62,وَلَقَدْ عَلِمْتُمُ النَّشْأَةَ الْأُولَىٰ فَلَوْلَا تَذَكَّرُونَ,علمتم النشاه الاولي تذكرون علم النشاه الاولي ذكر,الواقعة
56,63,أَفَرَأَيْتُمْ مَا تَحْرُثُونَ,افرايتم تحرثون افرايتم حرث,الواقعة
56,64,أَأَنْتُمْ تَزْرَعُونَهُ أَمْ نَحْنُ الزَّارِعُونَ,تزرعونه الزارعون زرع زارع,الواقعة
56,65,لَوْ نَشَاءُ لَجَعَلْنَاهُ حُطَامًا فَظَلْتُمْ تَفَكَّهُونَ,نشاء لجعلناه حطاما فظلتم تفكهون نشاء جعل حطام فظلتم فكه,الواقعة
56,66,إِنَّا لَمُغْرَمُونَ,لمغرمون مغرم,الواقعة
56,67,بَلْ نَحْنُ مَحْرُومُونَ,محرومون محروم,الواقعة
56,68,أَفَرَأَيْتُمُ الْمَاءَ الَّذِي تَشْرَبُونَ,افرايتم الماء تشربون افرايتم ماء شرب,الواقعة
56,69,أَأَنْتُمْ أَنْزَلْتُمُوهُ مِنَ الْمُزْنِ أَمْ نَحْنُ الْمُنْزِلُونَ,انزلتموه المزن المنزلون انزلتموه لمز منزل,الواقعة
56,70,لَوْ نَشَاءُ جَعَلْنَاهُ أُجَاجًا فَلَوْلَا تَشْكُرُونَ,نشاء جعلناه اجاجا تشكرون نشاء جعل اجاجا شكر,الواقعة
56,71,أَفَرَأَيْتُمُ النَّارَ الَّتِي تُورُونَ,افرايتم النار تورون افرايتم نار أورى,الواقعة
56,72,أَأَنْتُمْ أَنْشَأْتُمْ شَجَرَتَهَا أَمْ نَحْنُ الْمُنْشِئُونَ,انشاتم شجرتها المنشئون انشاتم شجر منشئ,الواقعة
56,73,نَحْنُ جَعَلْنَاهَا تَذْكِرَةً وَمَتَاعًا لِلْمُقْوِينَ,جعلناها تذكره ومتاعا للمقوين جعل تذكر متاع مقوي,الواقعة
56,74,فَسَبِّحْ بِاسْمِ رَبِّكَ الْعَظِيمِ,فسبح باسم ربك العظيم سبح اسم رب عظيم,الواقعة
56,75,فَلَا أُقْسِمُ بِمَوَاقِعِ النُّجُومِ,اقسم بمواقع النجوم قسم مواقع نجوم,الواقعة
56,76,وَإِنَّهُ لَقَسَمٌ لَوْ تَعْلَمُونَ عَظِيمٌ,لقسم تعلمون عظيم قسم علم عظيم,الواقعة
56,77,إِنَّهُ لَقُرْآنٌ كَرِيمٌ,لقران كريم قر ريم,الواقعة
56,78,فِي كِتَابٍ مَكْنُونٍ,كتاب مكنون كتاب مكنون,الواقعة
56,79,لَا يَمَسُّهُ إِلَّا الْمُطَهَّرُونَ,يمسه المطهرون مسى مطهر,الواقعة
56,80,تَنْزِيلٌ مِنْ رَبِّ الْعَالَمِينَ,تنزيل العالمين تنزيل عالم,الواقعة
56,81,أَفَبِهَٰذَا الْحَدِيثِ أَنْتُمْ مُدْهِنُونَ,الحديث مدهنون حديث مدهن,الواقعة
56,82,وَتَجْعَلُونَ رِزْقَكُمْ أَنَّكُمْ تُكَذِّبُونَ,وتجعلون رزقكم تكذبون جعل رزق كذب,الواقعة
56,83,فَلَوْلَا إِذَا بَلَغَتِ الْحُلْقُومَ,بلغت الحلقوم بلغ حلقوم,الواقعة
56,84,وَأَنْتُمْ حِينَئِذٍ تَنْظُرُونَ,تنظرون نظر,الواقعة
56,85,وَنَحْنُ أَقْرَبُ إِلَيْهِ مِنْكُمْ وَلَٰكِنْ لَا تُبْصِرُونَ,اقرب تبصرون قرب بصر,الواقعة
56,86,فَلَوْلَا إِنْ كُنْتُمْ غَيْرَ مَدِينِينَ,كنتم مدينين كنتم مدين,الواقعة
56,87,تَرْجِعُونَهَا إِنْ كُنْتُمْ صَادِقِينَ,ترجعونها كنتم صادقين رجع كنتم صادق,الواقعة
56,88,فَأَمَّا إِنْ كَانَ مِنَ الْمُقَرَّبِينَ,المقربين مقرب,الواقعة
56,89,فَرَوْحٌ وَرَيْحَانٌ وَجَنَّتُ نَعِيمٍ,فروح وريحان وجنت نعيم روح ريح وجن نعيم,الواقعة
56,90,وَأَمَّا إِنْ كَانَ مِنْ أَصْحَابِ الْيَمِينِ,اصحاب اصحاب,الواقعة
56,91,فَسَلَامٌ لَكَ مِنْ أَصْحَابِ الْيَمِينِ,فسلام اصحاب سلام اصحاب,الواقعة
56,92,وَأَمَّا إِنْ كَانَ مِنَ الْمُكَذِّبِينَ الضَّالِّينَ,المكذبين الضالين مكذب ضال,الواقعة
56,93,فَنُزُلٌ مِنْ حَمِيمٍ,فنزل حميم نزل حميم,الواقعة
56,94,وَتَصْلِيَةُ جَحِيمٍ,وتصليه جحيم صلى جحيم,الواقعة
56,95,إِنَّ هَٰذَا لَهُوَ حَقُّ الْيَقِينِ,حق اليقين حق يقين,الواقعة
56,96,فَسَبِّحْ بِاسْمِ رَبِّكَ الْعَظِيمِ,فسبح باسم ربك العظيم سبح اسم رب عظيم,الواقعة
57,1,بِسْمِ اللَّهِ الرَّحْمَٰنِ الرَّحِيمِ سَبَّحَ لِلَّهِ مَا فِي السَّمَاوَاتِ وَالْأَرْضِ ۖ وَهُوَ الْعَزِيزُ الْحَكِيمُ,بسم الله الرحمن الرحيم سبح لله السماوات والارض  العزيز الحكيم سم الله رحمن رحيم سبح له سماوات والارض  عزيز حكيم,الحديد
57,2,لَهُ مُلْكُ السَّمَاوَاتِ وَالْأَرْضِ ۖ يُحْيِي وَيُمِيتُ ۖ وَهُوَ عَلَىٰ كُلِّ شَيْءٍ قَدِيرٌ,ملك السماوات والارض  يحيي ويميت  شيء قدير ملك سماوات والارض  أحيا أمات  شيء قدير,الحديد
57,3,هُوَ الْأَوَّلُ وَالْآخِرُ وَالظَّاهِرُ وَالْبَاطِنُ ۖ وَهُوَ بِكُلِّ شَيْءٍ عَلِيمٌ,الاول والاخر والظاهر والباطن  شيء عليم الاول والاخر ظاهر باطن  شيء عليم,الحديد
57,4,هُوَ الَّذِي خَلَقَ السَّمَاوَاتِ وَالْأَرْضَ فِي سِتَّةِ أَيَّامٍ ثُمَّ اسْتَوَىٰ عَلَى الْعَرْشِ ۚ يَعْلَمُ مَا يَلِجُ فِي الْأَرْضِ وَمَا يَخْرُجُ مِنْهَا وَمَا يَنْزِلُ مِنَ السَّمَاءِ وَمَا يَعْرُجُ فِيهَا ۖ وَهُوَ مَعَكُمْ أَيْنَ مَا كُنْتُمْ ۚ وَاللَّهُ بِمَا تَعْمَلُونَ بَصِيرٌ,خلق السماوات والارض ايام استوي العرش  يعلم يلج الارض يخرج ينزل السماء يعرج  كنتم  والله تعملون بصير خلق سماوات والارض ايام استوى عرش  علم ألج الارض خرج نزل سماء عرج  كنتم  الله عمل بصير,الحديد
57,5,لَهُ مُلْكُ السَّمَاوَاتِ وَالْأَرْضِ ۚ وَإِلَى اللَّهِ تُرْجَعُ الْأُمُورُ,ملك السماوات والارض  الله ترجع الامور ملك سماوات والارض  الله رجع الامور,الحديد
57,6,يُولِجُ اللَّيْلَ فِي النَّهَارِ وَيُولِجُ النَّهَارَ فِي اللَّيْلِ ۚ وَهُوَ عَلِيمٌ بِذَاتِ الصُّدُورِ,يولج الليل النهار ويولج النهار الليل  عليم الصدور ولج ليل نهار ولج نهار ليل  عليم صدور,الحديد
57,7,آمِنُوا بِاللَّهِ وَرَسُولِهِ وَأَنْفِقُوا مِمَّا جَعَلَكُمْ مُسْتَخْلَفِينَ فِيهِ ۖ فَالَّذِينَ آمَنُوا مِنْكُمْ وَأَنْفَقُوا لَهُمْ أَجْرٌ كَبِيرٌ,امنوا بالله ورسوله وانفقوا جعلكم مستخلفين  امنوا وانفقوا اجر كبير منا الله رسول نفق جعل مستخلف  منا نفق جرى كبير,الحديد
57,8,وَمَا لَكُمْ لَا تُؤْمِنُونَ بِاللَّهِ ۙ وَالرَّسُولُ يَدْعُوكُمْ لِتُؤْمِنُوا بِرَبِّكُمْ وَقَدْ أَخَذَ مِيثَاقَكُمْ إِنْ كُنْتُمْ مُؤْمِنِينَ,تؤمنون بالله  والرسول يدعوكم لتؤمنوا بربكم ميثاقكم كنتم مؤمنين أمن الله  رسول ادعى أمن رب ميثاق كنتم مؤمن,الحديد
57,9,هُوَ الَّذِي يُنَزِّلُ عَلَىٰ عَبْدِهِ آيَاتٍ بَيِّنَاتٍ لِيُخْرِجَكُمْ مِنَ الظُّلُمَاتِ إِلَى النُّورِ ۚ وَإِنَّ اللَّهَ بِكُمْ لَرَءُوفٌ رَحِيمٌ,ينزل عبده ايات بينات ليخرجكم الظلمات النور  الله لرءوف رحيم نزل عبد ايات بين أخرج ظلم نور  الله لرءوف رحيم,الحديد
57,10,وَمَا لَكُمْ أَلَّا تُنْفِقُوا فِي سَبِيلِ اللَّهِ وَلِلَّهِ مِيرَاثُ السَّمَاوَاتِ وَالْأَرْضِ ۚ لَا يَسْتَوِي مِنْكُمْ مَنْ أَنْفَقَ مِنْ قَبْلِ الْفَتْحِ وَقَاتَلَ ۚ أُولَٰئِكَ أَعْظَمُ دَرَجَةً مِنَ الَّذِينَ أَنْفَقُوا مِنْ بَعْدُ وَقَاتَلُوا ۚ وَكُلًّا وَعَدَ اللَّهُ الْحُسْنَىٰ ۚ وَاللَّهُ بِمَا تَعْمَلُونَ خَبِيرٌ,تنفقوا سبيل الله ولله ميراث السماوات والارض  يستوي انفق الفتح وقاتل  اعظم درجه انفقوا وقاتلوا  وعد الله الحسني  والله تعملون خبير نفق سبيل الله له ميراث سماوات والارض  استوى نفق فتح قاتل  عظم درج نفق قاتل  عد الله حسن  الله عمل خبير,الحديد
57,11,مَنْ ذَا الَّذِي يُقْرِضُ اللَّهَ قَرْضًا حَسَنًا فَيُضَاعِفَهُ لَهُ وَلَهُ أَجْرٌ كَرِيمٌ,يقرض الله قرضا حسنا فيضاعفه اجر كريم قرض الله قرض حسن ضاعف جرى ريم,الحديد
57,12,يَوْمَ تَرَى الْمُؤْمِنِينَ وَالْمُؤْمِنَاتِ يَسْعَىٰ نُورُهُمْ بَيْنَ أَيْدِيهِمْ وَبِأَيْمَانِهِمْ بُشْرَاكُمُ الْيَوْمَ جَنَّاتٌ تَجْرِي مِنْ تَحْتِهَا الْأَنْهَارُ خَالِدِينَ فِيهَا ۚ ذَٰلِكَ هُوَ الْفَوْزُ الْعَظِيمُ,يوم تري المؤمنين والمؤمنات يسعي نورهم ايديهم وبايمانهم بشراكم اليوم جنات تجري الانهار خالدين  الفوز العظيم يوم تر مؤمن مؤمن يسعي نور يدى وبايمانهم بشر يوم جن تجرة انهار خالد  فوز عظيم,الحديد
57,13,يَوْمَ يَقُولُ الْمُنَافِقُونَ وَالْمُنَافِقَاتُ لِلَّذِينَ آمَنُوا انْظُرُونَا نَقْتَبِسْ مِنْ نُورِكُمْ قِيلَ ارْجِعُوا وَرَاءَكُمْ فَالْتَمِسُوا نُورًا فَضُرِبَ بَيْنَهُمْ بِسُورٍ لَهُ بَابٌ بَاطِنُهُ فِيهِ الرَّحْمَةُ وَظَاهِرُهُ مِنْ قِبَلِهِ الْعَذَابُ,يوم يقول المنافقون والمنافقات امنوا انظرونا نقتبس نوركم قيل ارجعوا فالتمسوا نورا فضرب بسور باب باطنه الرحمه وظاهره قبله العذاب يوم أقول منافق منافق منا نظر اقتبس نور قال رجع التمس نور ضرب سور باب باطن الرحمه ظاهر قبل عذاب,الحديد
57,14,يُنَادُونَهُمْ أَلَمْ نَكُنْ مَعَكُمْ ۖ قَالُوا بَلَىٰ وَلَٰكِنَّكُمْ فَتَنْتُمْ أَنْفُسَكُمْ وَتَرَبَّصْتُمْ وَارْتَبْتُمْ وَغَرَّتْكُمُ الْأَمَانِيُّ حَتَّىٰ جَاءَ أَمْرُ اللَّهِ وَغَرَّكُمْ بِاللَّهِ الْغَرُورُ,ينادونهم نكن  قالوا فتنتم وتربصتم وارتبتم وغرتكم الاماني جاء امر الله وغركم بالله الغرور نادى كنى  قال فتن تربص ارتاب غر الاماني جاء مرى الله غر الله غرور,الحديد
57,15,فَالْيَوْمَ لَا يُؤْخَذُ مِنْكُمْ فِدْيَةٌ وَلَا مِنَ الَّذِينَ كَفَرُوا ۚ مَأْوَاكُمُ النَّارُ ۖ هِيَ مَوْلَاكُمْ ۖ وَبِئْسَ الْمَصِيرُ,فاليوم يؤخذ فديه كفروا  ماواكم النار  مولاكم  المصير يوم أخذ فدى كفر  ماو نار  مولى  مصير,الحديد
57,16,أَلَمْ يَأْنِ لِلَّذِينَ آمَنُوا أَنْ تَخْشَعَ قُلُوبُهُمْ لِذِكْرِ اللَّهِ وَمَا نَزَلَ مِنَ الْحَقِّ وَلَا يَكُونُوا كَالَّذِينَ أُوتُوا الْكِتَابَ مِنْ قَبْلُ فَطَالَ عَلَيْهِمُ الْأَمَدُ فَقَسَتْ قُلُوبُهُمْ ۖ وَكَثِيرٌ مِنْهُمْ فَاسِقُونَ,يان امنوا تخشع قلوبهم لذكر الله نزل الحق يكونوا اوتوا الكتاب فطال الامد فقست قلوبهم  وكثير فاسقون يان منا تخشع قلوب ذكر الله نزل حق كون اوتوا كتاب طال الامد فقس قلوب  كثير فاسق,الحديد
57,17,اعْلَمُوا أَنَّ اللَّهَ يُحْيِي الْأَرْضَ بَعْدَ مَوْتِهَا ۚ قَدْ بَيَّنَّا لَكُمُ الْآيَاتِ لَعَلَّكُمْ تَعْقِلُونَ,اعلموا الله يحيي الارض موتها  بينا الايات تعقلون علم الله أحيا الارض موت  بين الايات عقل,الحديد
57,18,إِنَّ الْمُصَّدِّقِينَ وَالْمُصَّدِّقَاتِ وَأَقْرَضُوا اللَّهَ قَرْضًا حَسَنًا يُضَاعَفُ لَهُمْ وَلَهُمْ أَجْرٌ كَرِيمٌ,المصدقين والمصدقات واقرضوا الله قرضا حسنا يضاعف اجر كريم مصدق مصدق قرض الله قرض حسن ضاعف جرى ريم,الحديد
57,19,وَالَّذِينَ آمَنُوا بِاللَّهِ وَرُسُلِهِ أُولَٰئِكَ هُمُ الصِّدِّيقُونَ ۖ وَالشُّهَدَاءُ عِنْدَ رَبِّهِمْ لَهُمْ أَجْرُهُمْ وَنُورُهُمْ ۖ وَالَّذِينَ كَفَرُوا وَكَذَّبُوا بِآيَاتِنَا أُولَٰئِكَ أَصْحَابُ الْجَحِيمِ,امنوا بالله ورسله الصديقون  والشهداء ربهم اجرهم ونورهم  كفروا وكذبوا باياتنا اصحاب الجحيم منا الله رسل صديق  شهداء رب اجرهم نور  كفر كذب باي اصحاب جحيم,الحديد
57,20,اعْلَمُوا أَنَّمَا الْحَيَاةُ الدُّنْيَا لَعِبٌ وَلَهْوٌ وَزِينَةٌ وَتَفَاخُرٌ بَيْنَكُمْ وَتَكَاثُرٌ فِي الْأَمْوَالِ وَالْأَوْلَادِ ۖ كَمَثَلِ غَيْثٍ أَعْجَبَ الْكُفَّارَ نَبَاتُهُ ثُمَّ يَهِيجُ فَتَرَاهُ مُصْفَرًّا ثُمَّ يَكُونُ حُطَامًا ۖ وَفِي الْآخِرَةِ عَذَابٌ شَدِيدٌ وَمَغْفِرَةٌ مِنَ اللَّهِ وَرِضْوَانٌ ۚ وَمَا الْحَيَاةُ الدُّنْيَا إِلَّا مَتَاعُ الْغُرُورِ,اعلموا الحياه الدنيا لعب وزينه وتفاخر وتكاثر الاموال والاولاد  غيث اعجب الكفار نباته يهيج فتراه مصفرا يكون حطاما  الاخره عذاب شديد ومغفره الله ورضوان  الحياه الدنيا متاع الغرور علم لحى دنيا عب زين تفاخر تكاثر الاموال والاولاد  غيث عجب كفار نبات أهاج فتر مصفر كوى حطام  الاخره عذاب شديد مغفر الله رضوان  لحى دنيا متاع غرور,الحديد
57,21,سَابِقُوا إِلَىٰ مَغْفِرَةٍ مِنْ رَبِّكُمْ وَجَنَّةٍ عَرْضُهَا كَعَرْضِ السَّمَاءِ وَالْأَرْضِ أُعِدَّتْ لِلَّذِينَ آمَنُوا بِاللَّهِ وَرُسُلِهِ ۚ ذَٰلِكَ فَضْلُ اللَّهِ يُؤْتِيهِ مَنْ يَشَاءُ ۚ وَاللَّهُ ذُو الْفَضْلِ الْعَظِيمِ,سابقوا مغفره ربكم وجنه عرضها كعرض السماء والارض اعدت امنوا بالله ورسله  فضل الله يؤتيه يشاء  والله الفضل العظيم سابق مغفر رب وجن عرض عرض سماء والارض اعدت منا الله رسل  فضل الله آتى شاء  الله فضل عظيم,الحديد
57,22,مَا أَصَابَ مِنْ مُصِيبَةٍ فِي الْأَرْضِ وَلَا فِي أَنْفُسِكُمْ إِلَّا فِي كِتَابٍ مِنْ قَبْلِ أَنْ نَبْرَأَهَا ۚ إِنَّ ذَٰلِكَ عَلَى اللَّهِ يَسِيرٌ,اصاب مصيبه الارض كتاب نبراها  الله يسير اصاب مصيب الارض كتاب نبر  الله يسير,الحديد
57,23,لِكَيْلَا تَأْسَوْا عَلَىٰ مَا فَاتَكُمْ وَلَا تَفْرَحُوا بِمَا آتَاكُمْ ۗ وَاللَّهُ لَا يُحِبُّ كُلَّ مُخْتَالٍ فَخُورٍ,تاسوا فاتكم تفرحوا اتاكم  والله يحب مختال فخور تاس فات فرح اتاكم  الله أحب مختال خور,الحديد
57,24,الَّذِينَ يَبْخَلُونَ وَيَأْمُرُونَ النَّاسَ بِالْبُخْلِ ۗ وَمَنْ يَتَوَلَّ فَإِنَّ اللَّهَ هُوَ الْغَنِيُّ الْحَمِيدُ,يبخلون ويامرون الناس بالبخل  يتول الله الغني الحميد بخل ويامرون ناس بخل  تال الله غن حميد,الحديد
57,25,لَقَدْ أَرْسَلْنَا رُسُلَنَا بِالْبَيِّنَاتِ وَأَنْزَلْنَا مَعَهُمُ الْكِتَابَ وَالْمِيزَانَ لِيَقُومَ النَّاسُ بِالْقِسْطِ ۖ وَأَنْزَلْنَا الْحَدِيدَ فِيهِ بَأْسٌ شَدِيدٌ وَمَنَافِعُ لِلنَّاسِ وَلِيَعْلَمَ اللَّهُ مَنْ يَنْصُرُهُ وَرُسُلَهُ بِالْغَيْبِ ۚ إِنَّ اللَّهَ قَوِيٌّ عَزِيزٌ,ارسلنا رسلنا بالبينات وانزلنا الكتاب والميزان ليقوم الناس بالقسط  وانزلنا الحديد باس شديد ومنافع للناس وليعلم الله ينصره ورسله بالغيب  الله قوي عزيز ارسلنا رسل بين وانزلنا كتاب ميز قام ناس قسط  وانزلنا حديد باس شديد منافع ناس علم الله نصر رسل غيب  الله قوة عزيز,الحديد
57,26,وَلَقَدْ أَرْسَلْنَا نُوحًا وَإِبْرَاهِيمَ وَجَعَلْنَا فِي ذُرِّيَّتِهِمَا النُّبُوَّةَ وَالْكِتَابَ ۖ فَمِنْهُمْ مُهْتَدٍ ۖ وَكَثِيرٌ مِنْهُمْ فَاسِقُونَ,ارسلنا نوحا وابراهيم وجعلنا ذريتهما النبوه والكتاب  مهتد  وكثير فاسقون ارسلنا نوح وابراهيم جعل ذرى النبوه كتاب  مهتدي  كثير فاسق,الحديد
